family,variant,target,collector,rows,shape,scenario,fastest_ns,slowest_ns,median_ns,mean_ns
bool,before,avx512,plain,16384,ConstantLhs,NullOnlyFailure,58660.0,72410.0,62450.0,61830.0
bool,before,avx512,plain,16384,ConstantLhs,ObservableFailure,11100.0,61530.0,11280.0,11650.0
bool,before,avx512,plain,16384,ConstantLhs,PartialAccepted,25940.0,39240.0,29440.0,29080.0
bool,before,avx512,plain,16384,ConstantRhs,AllValid,4126.0,11900.0,4229.0,4443.0
bool,before,avx512,plain,16384,ConstantRhs,NullOnlyFailure,56590.0,162400.0,57110.0,58100.0
bool,before,avx512,plain,16384,ConstantRhs,ObservableFailure,11030.0,61560.0,11230.0,11520.0
bool,before,avx512,plain,16384,ConstantRhs,PartialAccepted,25940.0,35360.0,26100.0,26580.0
bool,before,neon,multiversioned,64,Columns,AllValid,865.6,4576.0,1048.0,1064.0
bool,before,neon,multiversioned,64,Columns,NullOnlyFailure,13900.0,30400.0,14560.0,14820.0
bool,before,neon,multiversioned,64,Columns,ObservableFailure,11900.0,17720.0,12160.0,12300.0
bool,before,neon,multiversioned,64,Columns,PartialAccepted,1829.0,5356.0,1995.0,2040.0
bool,before,neon,multiversioned,64,ConstantLhs,AllValid,820.6,4507.0,878.9,899.2
bool,before,neon,multiversioned,64,ConstantLhs,NullOnlyFailure,13960.0,21230.0,14340.0,14630.0
bool,before,neon,multiversioned,64,ConstantLhs,ObservableFailure,11840.0,16430.0,12130.0,12270.0
bool,before,neon,multiversioned,64,ConstantLhs,PartialAccepted,1740.0,3759.0,1848.0,1875.0
bool,before,neon,multiversioned,64,ConstantRhs,AllValid,840.1,3197.0,918.1,939.7
bool,before,neon,multiversioned,64,ConstantRhs,NullOnlyFailure,13910.0,27570.0,14280.0,14660.0
bool,before,neon,multiversioned,64,ConstantRhs,ObservableFailure,11850.0,31680.0,12100.0,12290.0
bool,before,neon,multiversioned,64,ConstantRhs,PartialAccepted,1838.0,7568.0,1992.0,2035.0000000000002
bool,before,neon,multiversioned,16384,Columns,AllValid,10160.0,17200.0,10990.0,11180.0
bool,before,neon,multiversioned,16384,Columns,NullOnlyFailure,46900.0,104900.0,48540.0,49230.0
bool,before,neon,multiversioned,16384,Columns,ObservableFailure,21340.0,29450.0,22560.0,22690.0
bool,before,neon,multiversioned,16384,Columns,PartialAccepted,9162.0,17230.0,9801.0,10050.0
bool,before,neon,multiversioned,16384,ConstantLhs,AllValid,6824.0,12290.0,7690.0,7688.0
bool,before,neon,multiversioned,16384,ConstantLhs,NullOnlyFailure,60290.0,74110.0,61090.0,62160.0
bool,before,neon,multiversioned,16384,ConstantLhs,ObservableFailure,17910.0,30770.0,19110.0,19250.0
bool,before,neon,multiversioned,16384,ConstantLhs,PartialAccepted,21630.0,27330.0,21830.0,22030.0
bool,before,neon,multiversioned,16384,ConstantRhs,AllValid,6918.0,13440.0,7610.0,7611.0
bool,before,neon,multiversioned,16384,ConstantRhs,NullOnlyFailure,60160.0,72460.0,60970.0,61840.0
bool,before,neon,multiversioned,16384,ConstantRhs,ObservableFailure,17940.0,24870.0,18940.0,19020.0
bool,before,neon,multiversioned,16384,ConstantRhs,PartialAccepted,21920.0,37200.0,22290.0,22530.0
bool,before,neon,plain,64,Columns,AllValid,842.8,2065.0,898.9,906.9
bool,before,neon,plain,64,Columns,NullOnlyFailure,13750.0,26420.0,14230.0,14530.0
bool,before,neon,plain,64,Columns,ObservableFailure,11860.0,18170.0,12140.0,12260.0
bool,before,neon,plain,64,Columns,PartialAccepted,1818.0,6947.0,1981.0,2017.0
bool,before,neon,plain,64,ConstantLhs,AllValid,825.3,1869.0,875.7,888.5
bool,before,neon,plain,64,ConstantLhs,NullOnlyFailure,13800.0,20440.0,14200.0,14500.0
bool,before,neon,plain,64,ConstantLhs,ObservableFailure,11850.0,48110.0,12080.0,12240.0
bool,before,neon,plain,64,ConstantLhs,PartialAccepted,1870.0,5085.0,2008.0,2039.0000000000002
bool,before,neon,plain,64,ConstantRhs,AllValid,811.1,1755.0,864.8,883.2
